Viewer_ID,Movie_ID,Title,Genre,Watch_Duration_Min,Pause_Count,Completion_Pct,Retained_Flag
USR079,MOV004,Hidden Truth,Mystery,42.3,3,63.6,1
USR090,MOV001,The Last Signal,Thriller,46.6,0,63.2,1
USR013,MOV001,The Last Signal,Thriller,35.4,3,90.7,1
USR058,MOV001,The Last Signal,Thriller,48.5,0,56.3,0
USR132,MOV001,The Last Signal,Thriller,69.6,2,46.2,1
USR081,MOV001,The Last Signal,Thriller,65.0,2,59.0,0
USR032,MOV003,Galaxy Run,Sci-Fi,52.7,4,35.1,0
USR068,MOV004,Hidden Truth,Mystery,37.7,1,100.0,1
USR031,MOV008,Code Red,Thriller,46.8,0,66.0,0
USR057,MOV003,Galaxy Run,Sci-Fi,37.6,6,72.3,0
USR098,MOV003,Galaxy Run,Sci-Fi,37.9,0,61.2,0
USR146,MOV007,Monsoon Stories,Drama,62.2,4,74.7,1
USR081,MOV008,Code Red,Thriller,16.2,4,78.5,1
USR150,MOV009,Wild Trails,Adventure,58.3,2,80.1,1
USR047,MOV007,Monsoon Stories,Drama,43.1,2,65.9,0
USR112,MOV004,Hidden Truth,Mystery,50.6,1,31.5,1
USR010,MOV009,Wild Trails,Adventure,51.8,3,87.6,1
USR126,MOV003,Galaxy Run,Sci-Fi,27.7,2,83.5,0
USR018,MOV002,City Lights,Drama,39.9,0,85.3,1
USR108,MOV003,Galaxy Run,Sci-Fi,34.2,0,73.3,1
USR063,MOV010,The Long Game,Sports,16.0,4,98.9,1
USR120,MOV008,Code Red,Thriller,53.7,1,68.7,0
USR124,MOV004,Hidden Truth,Mystery,40.3,2,55.9,1
USR027,MOV005,Laugh Track,Comedy,30.4,3,69.8,1
USR100,MOV007,Monsoon Stories,Drama,39.4,2,68.9,0
USR147,MOV003,Galaxy Run,Sci-Fi,44.4,4,55.0,1
USR068,MOV006,Final Horizon,Action,53.4,4,51.4,0
USR128,MOV002,City Lights,Drama,62.0,1,71.0,1
USR017,MOV003,Galaxy Run,Sci-Fi,57.8,3,76.0,0
USR050,MOV007,Monsoon Stories,Drama,30.2,3,75.3,1
USR012,MOV001,The Last Signal,Thriller,27.7,3,59.8,1
USR025,MOV003,Galaxy Run,Sci-Fi,48.8,4,88.2,1
USR107,MOV010,The Long Game,Sports,26.2,3,85.6,1
USR010,MOV009,Wild Trails,Adventure,27.2,1,43.3,1
USR029,MOV009,Wild Trails,Adventure,25.9,2,100.0,1
USR078,MOV005,Laugh Track,Comedy,43.2,1,100.0,1
USR127,MOV005,Laugh Track,Comedy,17.0,2,91.1,0
USR109,MOV004,Hidden Truth,Mystery,57.5,3,43.3,1
USR087,MOV005,Laugh Track,Comedy,59.8,1,97.9,1
USR027,MOV007,Monsoon Stories,Drama,59.6,3,75.6,1
USR110,MOV004,Hidden Truth,Mystery,21.8,2,88.6,1
USR072,MOV006,Final Horizon,Action,13.4,4,74.2,1
USR016,MOV007,Monsoon Stories,Drama,25.0,0,70.9,0
USR084,MOV003,Galaxy Run,Sci-Fi,39.2,2,70.4,1
USR004,MOV006,Final Horizon,Action,66.9,3,86.2,0
USR086,MOV003,Galaxy Run,Sci-Fi,49.1,2,100.0,1
USR115,MOV004,Hidden Truth,Mystery,63.7,1,71.3,1
USR011,MOV010,The Long Game,Sports,82.3,5,53.0,0
USR065,MOV010,The Long Game,Sports,47.7,2,68.8,1
USR140,MOV003,Galaxy Run,Sci-Fi,58.3,3,78.2,1
USR007,MOV010,The Long Game,Sports,31.5,7,92.9,1
USR028,MOV010,The Long Game,Sports,44.8,1,84.2,1
USR093,MOV009,Wild Trails,Adventure,33.1,2,69.0,0
USR007,MOV008,Code Red,Thriller,31.7,3,99.2,1
USR052,MOV006,Final Horizon,Action,37.5,1,65.6,0
USR004,MOV001,The Last Signal,Thriller,43.0,2,67.0,0
USR123,MOV001,The Last Signal,Thriller,40.2,1,64.7,0
USR031,MOV009,Wild Trails,Adventure,26.6,1,43.6,0
USR066,MOV004,Hidden Truth,Mystery,49.3,2,100.0,1
USR070,MOV004,Hidden Truth,Mystery,26.9,4,59.3,1
USR137,MOV008,Code Red,Thriller,39.9,2,97.3,1
USR003,MOV006,Final Horizon,Action,61.2,3,59.9,1
USR113,MOV007,Monsoon Stories,Drama,38.5,2,86.5,1
USR119,MOV002,City Lights,Drama,48.3,6,76.5,1
USR074,MOV001,The Last Signal,Thriller,22.7,0,77.3,1
USR131,MOV007,Monsoon Stories,Drama,50.3,0,97.8,0
USR085,MOV003,Galaxy Run,Sci-Fi,29.1,5,86.6,1
USR015,MOV003,Galaxy Run,Sci-Fi,21.1,4,74.3,0
USR012,MOV007,Monsoon Stories,Drama,73.6,0,82.7,1
USR141,MOV009,Wild Trails,Adventure,38.7,4,42.5,0
USR137,MOV002,City Lights,Drama,27.6,0,81.0,1
USR067,MOV008,Code Red,Thriller,31.1,0,89.1,1
USR045,MOV010,The Long Game,Sports,65.0,2,84.0,1
USR026,MOV002,City Lights,Drama,57.6,4,92.1,1
USR092,MOV006,Final Horizon,Action,40.8,3,100.0,1
USR099,MOV001,The Last Signal,Thriller,34.2,1,79.8,1
USR046,MOV002,City Lights,Drama,33.7,3,100.0,1
USR146,MOV008,Code Red,Thriller,51.5,2,96.6,0
USR135,MOV007,Monsoon Stories,Drama,53.1,1,50.0,0
USR040,MOV002,City Lights,Drama,52.7,3,72.8,1
USR038,MOV001,The Last Signal,Thriller,36.0,3,61.0,1
USR019,MOV006,Final Horizon,Action,38.6,2,73.2,1
USR126,MOV002,City Lights,Drama,28.7,1,96.8,0
USR080,MOV002,City Lights,Drama,54.8,5,76.0,1
USR088,MOV008,Code Red,Thriller,29.8,4,52.8,0
USR016,MOV004,Hidden Truth,Mystery,43.4,3,94.2,0
USR105,MOV003,Galaxy Run,Sci-Fi,68.6,4,80.8,1
USR117,MOV008,Code Red,Thriller,52.1,0,46.7,1
USR060,MOV003,Galaxy Run,Sci-Fi,36.1,2,47.5,1
USR089,MOV007,Monsoon Stories,Drama,44.0,1,93.8,1
USR099,MOV002,City Lights,Drama,36.0,2,69.2,1
USR126,MOV002,City Lights,Drama,54.2,2,60.4,0
USR030,MOV008,Code Red,Thriller,49.3,2,81.6,1
USR080,MOV003,Galaxy Run,Sci-Fi,62.7,2,74.8,1
USR081,MOV004,Hidden Truth,Mystery,85.8,5,55.6,1
USR075,MOV008,Code Red,Thriller,55.2,1,58.5,0
USR059,MOV006,Final Horizon,Action,41.8,1,69.7,1
USR104,MOV007,Monsoon Stories,Drama,52.4,4,79.2,0
USR063,MOV007,Monsoon Stories,Drama,38.9,2,100.0,1
USR112,MOV004,Hidden Truth,Mystery,60.4,6,40.7,1
USR050,MOV001,The Last Signal,Thriller,30.3,2,64.4,0
USR096,MOV004,Hidden Truth,Mystery,33.3,2,85.7,0
USR038,MOV004,Hidden Truth,Mystery,48.4,2,72.7,0
USR022,MOV008,Code Red,Thriller,56.1,4,61.1,0
USR094,MOV003,Galaxy Run,Sci-Fi,29.4,1,79.3,1
USR051,MOV006,Final Horizon,Action,50.1,1,87.5,1
USR110,MOV009,Wild Trails,Adventure,30.0,2,100.0,0
USR004,MOV001,The Last Signal,Thriller,43.6,1,77.8,1
USR056,MOV002,City Lights,Drama,43.9,4,68.0,1
USR079,MOV001,The Last Signal,Thriller,29.8,3,94.6,1
USR078,MOV002,City Lights,Drama,38.8,5,99.1,1
USR065,MOV009,Wild Trails,Adventure,33.6,2,84.0,1
USR060,MOV006,Final Horizon,Action,30.3,0,58.3,1
USR122,MOV003,Galaxy Run,Sci-Fi,22.1,6,55.8,0
USR016,MOV001,The Last Signal,Thriller,58.9,4,50.4,1
USR079,MOV006,Final Horizon,Action,39.5,6,72.1,0
USR140,MOV002,City Lights,Drama,21.2,2,43.2,0
USR058,MOV006,Final Horizon,Action,28.5,1,53.8,1
USR055,MOV006,Final Horizon,Action,32.5,2,84.0,1
USR035,MOV009,Wild Trails,Adventure,57.9,4,72.6,1
USR006,MOV003,Galaxy Run,Sci-Fi,36.3,5,66.0,0
USR115,MOV007,Monsoon Stories,Drama,25.4,3,92.5,1
USR127,MOV010,The Long Game,Sports,52.8,4,73.9,0
USR074,MOV004,Hidden Truth,Mystery,7.5,2,25.6,0
USR145,MOV009,Wild Trails,Adventure,21.1,1,82.6,0
USR112,MOV008,Code Red,Thriller,30.2,2,52.9,0
USR101,MOV008,Code Red,Thriller,27.5,2,86.4,1
USR148,MOV002,City Lights,Drama,51.1,1,75.8,1
USR019,MOV008,Code Red,Thriller,56.3,0,76.4,1
USR042,MOV010,The Long Game,Sports,17.0,3,69.4,1
USR144,MOV003,Galaxy Run,Sci-Fi,64.7,4,79.2,1
USR010,MOV008,Code Red,Thriller,52.7,0,66.0,1
USR090,MOV006,Final Horizon,Action,33.7,3,100.0,1
USR068,MOV007,Monsoon Stories,Drama,66.3,1,63.6,1
USR048,MOV010,The Long Game,Sports,40.7,4,81.9,0
USR130,MOV004,Hidden Truth,Mystery,39.8,1,47.1,0
USR018,MOV004,Hidden Truth,Mystery,70.6,4,70.7,0
USR053,MOV004,Hidden Truth,Mystery,41.8,3,78.8,1
USR037,MOV005,Laugh Track,Comedy,50.1,1,79.7,1
USR149,MOV009,Wild Trails,Adventure,29.5,1,51.0,1
USR115,MOV009,Wild Trails,Adventure,58.8,6,75.4,1
USR121,MOV001,The Last Signal,Thriller,31.4,1,100.0,1
USR127,MOV004,Hidden Truth,Mystery,27.0,2,76.0,1
USR112,MOV009,Wild Trails,Adventure,11.1,2,43.5,0
USR038,MOV008,Code Red,Thriller,33.7,4,96.0,0
USR134,MOV006,Final Horizon,Action,30.0,1,64.6,1
USR039,MOV001,The Last Signal,Thriller,33.0,2,75.0,0
USR074,MOV008,Code Red,Thriller,29.5,3,99.0,1
USR018,MOV009,Wild Trails,Adventure,27.2,0,75.6,1
USR072,MOV001,The Last Signal,Thriller,38.8,3,100.0,0
USR023,MOV005,Laugh Track,Comedy,45.3,6,66.1,0
USR013,MOV006,Final Horizon,Action,5.0,2,54.9,0
USR002,MOV003,Galaxy Run,Sci-Fi,56.0,2,64.5,1
USR073,MOV005,Laugh Track,Comedy,17.5,1,91.2,1
USR007,MOV005,Laugh Track,Comedy,21.4,2,75.0,1
USR132,MOV008,Code Red,Thriller,60.2,2,43.0,0
USR068,MOV010,The Long Game,Sports,17.7,2,66.1,0
USR140,MOV008,Code Red,Thriller,47.9,0,65.5,1
USR056,MOV010,The Long Game,Sports,43.2,1,73.2,1
USR101,MOV003,Galaxy Run,Sci-Fi,53.4,3,52.2,1
USR140,MOV003,Galaxy Run,Sci-Fi,50.9,1,61.4,0
USR063,MOV006,Final Horizon,Action,30.3,2,93.8,1
USR096,MOV009,Wild Trails,Adventure,59.2,3,58.0,1
USR038,MOV010,The Long Game,Sports,13.6,1,76.0,1
USR111,MOV007,Monsoon Stories,Drama,67.5,2,59.7,1
USR143,MOV008,Code Red,Thriller,61.1,3,74.7,0
USR084,MOV004,Hidden Truth,Mystery,39.7,6,77.8,1
USR146,MOV007,Monsoon Stories,Drama,48.3,3,72.2,1
USR069,MOV004,Hidden Truth,Mystery,56.8,2,59.2,1
USR102,MOV007,Monsoon Stories,Drama,39.4,2,71.8,1
USR040,MOV003,Galaxy Run,Sci-Fi,26.0,3,73.1,0
USR097,MOV006,Final Horizon,Action,22.9,1,39.5,0
USR005,MOV001,The Last Signal,Thriller,55.4,3,72.4,1
USR127,MOV008,Code Red,Thriller,43.8,6,35.8,0
USR019,MOV006,Final Horizon,Action,69.4,2,67.7,1
USR002,MOV003,Galaxy Run,Sci-Fi,60.5,3,84.8,1
USR014,MOV004,Hidden Truth,Mystery,30.1,4,84.4,1
USR129,MOV005,Laugh Track,Comedy,39.8,3,77.0,1
